OrderID,OrderDate,ProductID,Quantity
10285,8/20/1996,40,40
10285,8/20/1996,53,36
10286,8/21/1996,35,100
10286,8/21/1996,62,40
10287,8/22/1996,16,40
10287,8/22/1996,34,20
10287,8/22/1996,46,15
10288,8/23/1996,54,10
10288,8/23/1996,68,3
10289,8/26/1996,3,30
10289,8/26/1996,64,9
10290,8/27/1996,5,20
10290,8/27/1996,29,15
10290,8/27/1996,49,15
10290,8/27/1996,77,10
10291,8/27/1996,13,20
10291,8/27/1996,44,24
10291,8/27/1996,51,2
10292,8/28/1996,20,20
10293,8/29/1996,18,12
10293,8/29/1996,24,10
10293,8/29/1996,63,5
10293,8/29/1996,75,6
10294,8/30/1996,1,18
10294,8/30/1996,17,15
10294,8/30/1996,43,15
10294,8/30/1996,60,21
10294,8/30/1996,75,6
10295,9/2/1996,56,4
10296,9/3/1996,11,12
10296,9/3/1996,16,30
10296,9/3/1996,69,15
10297,9/4/1996,39,60
10297,9/4/1996,72,20
10298,9/5/1996,2,40
10298,9/5/1996,36,40
10298,9/5/1996,59,30
10298,9/5/1996,62,15
10299,9/6/1996,19,15
10299,9/6/1996,70,20
10300,9/9/1996,66,30
10300,9/9/1996,68,20
10301,9/9/1996,40,10
10301,9/9/1996,56,20
10302,9/10/1996,17,40
10302,9/10/1996,28,28
10302,9/10/1996,43,12
10303,9/11/1996,40,40
10303,9/11/1996,65,30
10303,9/11/1996,68,15
10304,9/12/1996,49,30
10304,9/12/1996,59,10
10304,9/12/1996,71,2
10305,9/13/1996,18,25
10305,9/13/1996,29,25
10305,9/13/1996,39,30
10306,9/16/1996,30,10
10306,9/16/1996,53,10
10306,9/16/1996,54,5
10307,9/17/1996,62,10
10307,9/17/1996,68,3
10308,9/18/1996,69,1
10308,9/18/1996,70,5
10309,9/19/1996,4,20
10309,9/19/1996,6,30
10309,9/19/1996,42,2
10309,9/19/1996,43,20
10309,9/19/1996,71,3
10310,9/20/1996,16,10
10310,9/20/1996,62,5
10311,9/20/1996,42,6
10311,9/20/1996,69,7
10312,9/23/1996,28,4
10312,9/23/1996,43,24
10312,9/23/1996,53,20
10312,9/23/1996,75,10
10313,9/24/1996,36,12
10314,9/25/1996,32,40
10314,9/25/1996,58,30
10314,9/25/1996,62,25
10315,9/26/1996,34,14
10315,9/26/1996,70,30
10316,9/27/1996,41,10
10316,9/27/1996,62,70
10317,9/30/1996,1,20
10318,10/1/1996,41,20
10318,10/1/1996,76,6
10319,10/2/1996,17,8
10319,10/2/1996,28,14
10319,10/2/1996,76,30
10320,10/3/1996,71,30
10321,10/3/1996,35,10
10322,10/4/1996,52,20
10323,10/7/1996,15,5
10323,10/7/1996,25,4
10323,10/7/1996,39,4
10324,10/8/1996,16,21
10324,10/8/1996,35,70
10324,10/8/1996,46,30
10324,10/8/1996,59,40
10324,10/8/1996,63,80
10325,10/9/1996,6,6
10325,10/9/1996,13,12
10325,10/9/1996,14,9
10325,10/9/1996,31,4
10325,10/9/1996,72,40
10326,10/10/1996,4,24
10326,10/10/1996,57,16
10326,10/10/1996,75,50
10327,10/11/1996,2,25
10327,10/11/1996,11,50
10327,10/11/1996,30,35
10327,10/11/1996,58,30
10328,10/14/1996,59,9
10328,10/14/1996,65,40
10328,10/14/1996,68,10
10329,10/15/1996,19,10
10329,10/15/1996,30,8
10329,10/15/1996,38,20
10329,10/15/1996,56,12
10330,10/16/1996,26,50
10330,10/16/1996,72,25
10331,10/16/1996,54,15
10332,10/17/1996,18,40
10332,10/17/1996,42,10
10332,10/17/1996,47,16
10333,10/18/1996,14,10
10333,10/18/1996,21,10
10333,10/18/1996,71,40
10334,10/21/1996,52,8
10334,10/21/1996,68,10
10335,10/22/1996,2,7
10335,10/22/1996,31,25
10335,10/22/1996,32,6
10335,10/22/1996,51,48
10336,10/23/1996,4,18
10337,10/24/1996,23,40
10337,10/24/1996,26,24
10337,10/24/1996,36,20
10337,10/24/1996,37,28
10337,10/24/1996,72,25
10338,10/25/1996,17,20
10338,10/25/1996,30,15
10339,10/28/1996,4,10
10339,10/28/1996,17,70
10339,10/28/1996,62,28
10340,10/29/1996,18,20
10340,10/29/1996,41,12
10340,10/29/1996,43,40
10341,10/29/1996,33,8
10341,10/29/1996,59,9
10342,10/30/1996,2,24
10342,10/30/1996,31,56
10342,10/30/1996,36,40
10342,10/30/1996,55,40
10343,10/31/1996,64,50
10343,10/31/1996,68,4
10343,10/31/1996,76,15
10344,11/1/1996,4,35
10344,11/1/1996,8,70
10345,11/4/1996,8,70
10345,11/4/1996,19,80
10345,11/4/1996,42,9
10346,11/5/1996,17,36
10346,11/5/1996,56,20
10347,11/6/1996,25,10
10347,11/6/1996,39,50
10347,11/6/1996,40,4
10347,11/6/1996,75,6
10348,11/7/1996,1,15
10348,11/7/1996,23,25
10349,11/8/1996,54,24
10350,11/11/1996,50,15
10350,11/11/1996,69,18
10351,11/11/1996,38,20
10351,11/11/1996,41,13
10351,11/11/1996,44,77
10351,11/11/1996,65,10
10352,11/12/1996,24,10
10352,11/12/1996,54,20
10353,11/13/1996,11,12
10353,11/13/1996,38,50
10354,11/14/1996,1,12
10354,11/14/1996,29,4
10355,11/15/1996,24,25
10355,11/15/1996,57,25
10356,11/18/1996,31,30
10356,11/18/1996,55,12
10356,11/18/1996,69,20
10357,11/19/1996,10,30
10357,11/19/1996,26,16
10357,11/19/1996,60,8
10358,11/20/1996,24,10
10358,11/20/1996,34,10
10358,11/20/1996,36,20
10359,11/21/1996,16,56
10359,11/21/1996,31,70
10359,11/21/1996,60,80
10360,11/22/1996,28,30
10360,11/22/1996,29,35
10360,11/22/1996,38,10
10360,11/22/1996,49,35
10360,11/22/1996,54,28
10361,11/22/1996,39,54
10361,11/22/1996,60,55
10362,11/25/1996,25,50
10362,11/25/1996,51,20
10362,11/25/1996,54,24
10363,11/26/1996,31,20
10363,11/26/1996,75,12
10363,11/26/1996,76,12
10364,11/26/1996,69,30
10364,11/26/1996,71,5
10365,11/27/1996,11,24
10366,11/28/1996,65,5
10366,11/28/1996,77,5
10367,11/28/1996,34,36
10367,11/28/1996,54,18
10367,11/28/1996,65,15
10367,11/28/1996,77,7
10368,11/29/1996,21,5
10368,11/29/1996,28,13
10368,11/29/1996,57,25
10368,11/29/1996,64,35
10369,12/2/1996,29,20
10369,12/2/1996,56,18
10370,12/3/1996,1,15
10370,12/3/1996,64,30
10370,12/3/1996,74,20
10371,12/3/1996,36,6
10372,12/4/1996,20,12
10372,12/4/1996,38,40
10372,12/4/1996,60,70
10372,12/4/1996,72,42
10373,12/5/1996,58,80
10373,12/5/1996,71,50
10374,12/5/1996,31,30
10374,12/5/1996,58,15
10375,12/6/1996,14,15
10375,12/6/1996,54,10
10376,12/9/1996,31,42
10377,12/9/1996,28,20
10377,12/9/1996,39,20
10378,12/10/1996,71,6
10379,12/11/1996,41,8
10379,12/11/1996,63,16
10379,12/11/1996,65,20
10380,12/12/1996,30,18
10380,12/12/1996,53,20
10380,12/12/1996,60,6
10380,12/12/1996,70,30
10381,12/12/1996,74,14
10382,12/13/1996,5,32
10382,12/13/1996,18,9
10382,12/13/1996,29,14
10382,12/13/1996,33,60
10382,12/13/1996,74,50
10383,12/16/1996,13,20
10383,12/16/1996,50,15
10383,12/16/1996,56,20
10384,12/16/1996,20,28
10384,12/16/1996,60,15
10385,12/17/1996,7,10
10385,12/17/1996,60,20
10385,12/17/1996,68,8
10386,12/18/1996,24,15
10386,12/18/1996,34,10
10387,12/18/1996,24,15
10387,12/18/1996,28,6
10387,12/18/1996,59,12
10387,12/18/1996,71,15
10388,12/19/1996,45,15
10388,12/19/1996,52,20
10388,12/19/1996,53,40
10389,12/20/1996,10,16
10389,12/20/1996,55,15
10389,12/20/1996,62,20
10389,12/20/1996,70,30
10390,12/23/1996,31,60
10390,12/23/1996,35,40
10390,12/23/1996,46,45
10390,12/23/1996,72,24
10391,12/23/1996,13,18
10392,12/24/1996,69,50
10393,12/25/1996,2,25
10393,12/25/1996,14,42
10393,12/25/1996,25,7
10393,12/25/1996,26,70
10393,12/25/1996,31,32
10394,12/25/1996,13,10
10394,12/25/1996,62,10
10395,12/26/1996,46,28
10395,12/26/1996,53,70
10395,12/26/1996,69,8
10396,12/27/1996,23,40
10396,12/27/1996,71,60
10396,12/27/1996,72,21
10397,12/27/1996,21,10
10397,12/27/1996,51,18
10398,12/30/1996,35,30
10398,12/30/1996,55,120
10399,12/31/1996,68,60
10399,12/31/1996,71,30
10399,12/31/1996,76,35
10399,12/31/1996,77,14
10400,1/1/1997,29,21
10400,1/1/1997,35,35
10400,1/1/1997,49,30
10401,1/1/1997,30,18
10401,1/1/1997,56,70
10401,1/1/1997,65,20
10401,1/1/1997,71,60
10402,1/2/1997,23,60
10402,1/2/1997,63,65
10403,1/3/1997,16,21
10403,1/3/1997,48,70
10404,1/3/1997,26,30
10404,1/3/1997,42,40
10404,1/3/1997,49,30
10405,1/6/1997,3,50
10406,1/7/1997,1,10
10406,1/7/1997,21,30
10406,1/7/1997,28,42
10406,1/7/1997,36,5
10406,1/7/1997,40,2
10407,1/7/1997,11,30
10407,1/7/1997,69,15
10407,1/7/1997,71,15
10408,1/8/1997,37,10
10408,1/8/1997,54,6
10408,1/8/1997,62,35
10409,1/9/1997,14,12
10409,1/9/1997,21,12
10410,1/10/1997,33,49
10410,1/10/1997,59,16
10411,1/10/1997,41,25
10411,1/10/1997,44,40
10411,1/10/1997,59,9
10412,1/13/1997,14,20
10413,1/14/1997,1,24
10413,1/14/1997,62,40
10413,1/14/1997,76,14
10414,1/14/1997,19,18
10414,1/14/1997,33,50
10415,1/15/1997,17,2
10415,1/15/1997,33,20
10416,1/16/1997,19,20
10416,1/16/1997,53,10
10416,1/16/1997,57,20
10417,1/16/1997,38,50
10417,1/16/1997,46,2
10417,1/16/1997,68,36
10417,1/16/1997,77,35
10418,1/17/1997,2,60
10418,1/17/1997,47,55
10418,1/17/1997,61,16
10418,1/17/1997,74,15
10419,1/20/1997,60,60
10419,1/20/1997,69,20
10420,1/21/1997,9,20
10420,1/21/1997,13,2
10420,1/21/1997,70,8
10420,1/21/1997,73,20
10421,1/21/1997,19,4
10421,1/21/1997,26,30
10421,1/21/1997,53,15
10421,1/21/1997,77,10
10422,1/22/1997,26,2
10423,1/23/1997,31,14
10423,1/23/1997,59,20
10424,1/23/1997,35,60
10424,1/23/1997,38,49
10424,1/23/1997,68,30
10425,1/24/1997,55,10
10425,1/24/1997,76,20
10426,1/27/1997,56,5
10426,1/27/1997,64,7
10427,1/27/1997,14,35
10428,1/28/1997,46,20
10429,1/29/1997,50,40
10429,1/29/1997,63,35
10430,1/30/1997,17,45
10430,1/30/1997,21,50
10430,1/30/1997,56,30
10430,1/30/1997,59,70
10431,1/30/1997,17,50
10431,1/30/1997,40,50
10431,1/30/1997,47,30
10432,1/31/1997,26,10
10432,1/31/1997,54,40
10433,2/3/1997,56,28
10434,2/3/1997,11,6
10434,2/3/1997,76,18
10435,2/4/1997,2,10
10435,2/4/1997,22,12
10435,2/4/1997,72,10
10436,2/5/1997,46,5
10436,2/5/1997,56,40
10436,2/5/1997,64,30
10436,2/5/1997,75,24
10437,2/5/1997,53,15
10438,2/6/1997,19,15
10438,2/6/1997,34,20
10438,2/6/1997,57,15
10439,2/7/1997,12,15
10439,2/7/1997,16,16
10439,2/7/1997,64,6
10439,2/7/1997,74,30
10440,2/10/1997,2,45
10440,2/10/1997,16,49
10440,2/10/1997,29,24
10440,2/10/1997,61,90
10441,2/10/1997,27,50
10442,2/11/1997,11,30
10442,2/11/1997,54,80
10442,2/11/1997,66,60
10443,2/12/1997,11,6
10443,2/12/1997,28,12
10444,2/12/1997,17,10
10444,2/12/1997,26,15
10444,2/12/1997,35,8
10444,2/12/1997,41,30
10445,2/13/1997,39,6
10445,2/13/1997,54,15
10446,2/14/1997,19,12
10446,2/14/1997,24,20
10446,2/14/1997,31,3
10446,2/14/1997,52,15
10447,2/14/1997,19,40
10447,2/14/1997,65,35
10447,2/14/1997,71,2
10448,2/17/1997,26,6
10448,2/17/1997,40,20
10449,2/18/1997,10,14
10449,2/18/1997,52,20
10449,2/18/1997,62,35
10450,2/19/1997,10,20
10450,2/19/1997,54,6
10451,2/19/1997,55,120
10451,2/19/1997,64,35
10451,2/19/1997,65,28
10451,2/19/1997,77,55
10452,2/20/1997,28,15
10452,2/20/1997,44,100
10453,2/21/1997,48,15
10453,2/21/1997,70,25
10454,2/21/1997,16,20
10454,2/21/1997,33,20
10454,2/21/1997,46,10
10455,2/24/1997,39,20
10455,2/24/1997,53,50
10455,2/24/1997,61,25
10455,2/24/1997,71,30
10456,2/25/1997,21,40
10456,2/25/1997,49,21
10457,2/25/1997,59,36
10458,2/26/1997,26,30
10458,2/26/1997,28,30
10458,2/26/1997,43,20
10458,2/26/1997,56,15
10458,2/26/1997,71,50
10459,2/27/1997,7,16
10459,2/27/1997,46,20
10459,2/27/1997,72,40
10460,2/28/1997,68,21
10460,2/28/1997,75,4
10461,2/28/1997,21,40
10461,2/28/1997,30,28
10461,2/28/1997,55,60
10462,3/3/1997,13,1
10462,3/3/1997,23,21
10463,3/4/1997,19,21
10463,3/4/1997,42,50
10464,3/4/1997,4,16
10464,3/4/1997,43,3
10464,3/4/1997,56,30
10464,3/4/1997,60,20
10465,3/5/1997,24,25
10465,3/5/1997,29,18
10465,3/5/1997,40,20
10465,3/5/1997,45,30
10465,3/5/1997,50,25
10466,3/6/1997,11,10
10466,3/6/1997,46,5
10467,3/6/1997,24,28
10467,3/6/1997,25,12
10468,3/7/1997,30,8
10468,3/7/1997,43,15
10469,3/10/1997,2,40
10469,3/10/1997,16,35
10469,3/10/1997,44,2
10470,3/11/1997,18,30
10470,3/11/1997,23,15
10470,3/11/1997,64,8
10471,3/11/1997,7,30
10471,3/11/1997,56,20
10472,3/12/1997,24,80
10472,3/12/1997,51,18
10473,3/13/1997,33,12
10473,3/13/1997,71,12
10474,3/13/1997,14,12
10474,3/13/1997,28,18
10474,3/13/1997,40,21
10474,3/13/1997,75,10
10475,3/14/1997,31,35
10475,3/14/1997,66,60
10475,3/14/1997,76,42
10476,3/17/1997,55,2
10476,3/17/1997,70,12
10477,3/17/1997,1,15
10477,3/17/1997,21,21
10477,3/17/1997,39,20
10478,3/18/1997,10,20
10479,3/19/1997,38,30
10479,3/19/1997,53,28
10479,3/19/1997,59,60
10479,3/19/1997,64,30
10480,3/20/1997,47,30
10480,3/20/1997,59,12
10481,3/20/1997,49,24
10481,3/20/1997,60,40
10482,3/21/1997,40,10
10483,3/24/1997,34,35
10483,3/24/1997,77,30
10484,3/24/1997,21,14
10484,3/24/1997,40,10
10484,3/24/1997,51,3
10485,3/25/1997,2,20
10485,3/25/1997,3,20
10485,3/25/1997,55,30
10485,3/25/1997,70,60
10486,3/26/1997,11,5
10486,3/26/1997,51,25
10486,3/26/1997,74,16
10487,3/26/1997,19,5
10487,3/26/1997,26,30
10487,3/26/1997,54,24
10488,3/27/1997,59,30
10488,3/27/1997,73,20
10489,3/28/1997,11,15
10489,3/28/1997,16,18
10490,3/31/1997,59,60
10490,3/31/1997,68,30
10490,3/31/1997,75,36
10491,3/31/1997,44,15
10491,3/31/1997,77,7
10492,4/1/1997,25,60
10492,4/1/1997,42,20
10493,4/2/1997,65,15
10493,4/2/1997,66,10
10493,4/2/1997,69,10
10494,4/2/1997,56,30
10495,4/3/1997,23,10
10495,4/3/1997,41,20
10495,4/3/1997,77,5
10496,4/4/1997,31,20
10497,4/4/1997,56,14
10497,4/4/1997,72,25
10497,4/4/1997,77,25
10498,4/7/1997,24,14
10498,4/7/1997,40,5
10498,4/7/1997,42,30
10499,4/8/1997,28,20
10499,4/8/1997,49,25
10500,4/9/1997,15,12
10500,4/9/1997,28,8
10501,4/9/1997,54,20
10502,4/10/1997,45,21
10502,4/10/1997,53,6
10502,4/10/1997,67,30
10503,4/11/1997,14,70
10503,4/11/1997,65,20
10504,4/11/1997,2,12
10504,4/11/1997,21,12
10504,4/11/1997,53,10
10504,4/11/1997,61,25
10505,4/14/1997,62,3
10506,4/15/1997,25,18
10506,4/15/1997,70,14
10507,4/15/1997,43,15
10507,4/15/1997,48,15
10508,4/16/1997,13,10
10508,4/16/1997,39,10
10509,4/17/1997,28,3
10510,4/18/1997,29,36
10510,4/18/1997,75,36
10511,4/18/1997,4,50
10511,4/18/1997,7,50
10511,4/18/1997,8,10
10512,4/21/1997,24,10
10512,4/21/1997,46,9
10512,4/21/1997,47,6
10512,4/21/1997,60,12
10513,4/22/1997,21,40
10513,4/22/1997,32,50
10513,4/22/1997,61,15
10514,4/22/1997,20,39
10514,4/22/1997,28,35
10514,4/22/1997,56,70
10514,4/22/1997,65,39
10514,4/22/1997,75,50
10515,4/23/1997,9,16
10515,4/23/1997,16,50
10515,4/23/1997,27,120
10515,4/23/1997,33,16
10515,4/23/1997,60,84
10516,4/24/1997,18,25
10516,4/24/1997,41,80
10516,4/24/1997,42,20
10517,4/24/1997,52,6
10517,4/24/1997,59,4
10517,4/24/1997,70,6
10518,4/25/1997,24,5
10518,4/25/1997,38,15
10518,4/25/1997,44,9
10519,4/28/1997,10,16
10519,4/28/1997,56,40
10519,4/28/1997,60,10
10520,4/29/1997,24,8
10520,4/29/1997,53,5
10521,4/29/1997,35,3
10521,4/29/1997,41,10
10521,4/29/1997,68,6
10522,4/30/1997,1,40
10522,4/30/1997,8,24
10522,4/30/1997,30,20
10522,4/30/1997,40,25
10523,5/1/1997,17,25
10523,5/1/1997,20,15
10523,5/1/1997,37,18
10523,5/1/1997,41,6
10524,5/1/1997,10,2
10524,5/1/1997,30,10
10524,5/1/1997,43,60
10524,5/1/1997,54,15
10525,5/2/1997,36,30
10525,5/2/1997,40,15
10526,5/5/1997,1,8
10526,5/5/1997,13,10
10526,5/5/1997,56,30
10527,5/5/1997,4,50
10527,5/5/1997,36,30
10528,5/6/1997,11,3
10528,5/6/1997,33,8
10528,5/6/1997,72,9
10529,5/7/1997,55,14
10529,5/7/1997,68,20
10529,5/7/1997,69,10
10530,5/8/1997,17,40
10530,5/8/1997,43,25
10530,5/8/1997,61,20
10530,5/8/1997,76,50
10531,5/8/1997,59,2
10532,5/9/1997,30,15
10532,5/9/1997,66,24
10533,5/12/1997,4,50
10533,5/12/1997,72,24
10533,5/12/1997,73,24
10534,5/12/1997,30,10
10534,5/12/1997,40,10
10534,5/12/1997,54,10
10535,5/13/1997,11,50
10535,5/13/1997,40,10
10535,5/13/1997,57,5
10535,5/13/1997,59,15
10536,5/14/1997,12,15
10536,5/14/1997,31,20
10536,5/14/1997,33,30
10536,5/14/1997,60,35
10537,5/14/1997,31,30
10537,5/14/1997,51,6
10537,5/14/1997,58,20
10537,5/14/1997,72,21
10537,5/14/1997,73,9
10538,5/15/1997,70,7
10538,5/15/1997,72,1
10539,5/16/1997,13,8
10539,5/16/1997,21,15
10539,5/16/1997,33,15
10539,5/16/1997,49,6
10540,5/19/1997,3,60
10540,5/19/1997,26,40
10540,5/19/1997,38,30
10540,5/19/1997,68,35
10541,5/19/1997,24,35
10541,5/19/1997,38,4
10541,5/19/1997,65,36
10541,5/19/1997,71,9
10542,5/20/1997,11,15
10542,5/20/1997,54,24
10543,5/21/1997,12,30
10543,5/21/1997,23,70
10544,5/21/1997,28,7
10544,5/21/1997,67,7
10545,5/22/1997,11,10
10546,5/23/1997,7,10
10546,5/23/1997,35,30
10546,5/23/1997,62,40
10547,5/23/1997,32,24
10547,5/23/1997,36,60
10548,5/26/1997,34,10
10548,5/26/1997,41,14
10549,5/27/1997,31,55
10549,5/27/1997,45,100
10549,5/27/1997,51,48
10550,5/28/1997,17,8
10550,5/28/1997,19,10
10550,5/28/1997,21,6
10550,5/28/1997,61,10
10551,5/28/1997,16,40
10551,5/28/1997,35,20
10551,5/28/1997,44,40
10552,5/29/1997,69,18
10552,5/29/1997,75,30
10553,5/30/1997,11,15
10553,5/30/1997,16,14
10553,5/30/1997,22,24
10553,5/30/1997,31,30
10553,5/30/1997,35,6
10554,5/30/1997,16,30
10554,5/30/1997,23,20
10554,5/30/1997,62,20
10554,5/30/1997,77,10
10555,6/2/1997,14,30
10555,6/2/1997,19,35
10555,6/2/1997,24,18
10555,6/2/1997,51,20
10555,6/2/1997,56,40
10556,6/3/1997,72,24
10557,6/3/1997,64,30
10557,6/3/1997,75,20
10558,6/4/1997,47,25
10558,6/4/1997,51,20
10558,6/4/1997,52,30
10558,6/4/1997,53,18
10558,6/4/1997,73,3
10559,6/5/1997,41,12
10559,6/5/1997,55,18
10560,6/6/1997,30,20
10560,6/6/1997,62,15
10561,6/6/1997,44,10
10561,6/6/1997,51,50
10562,6/9/1997,33,20
10562,6/9/1997,62,10
10563,6/10/1997,36,25
10563,6/10/1997,52,70
10564,6/10/1997,17,16
10564,6/10/1997,31,6
10564,6/10/1997,55,25
10565,6/11/1997,24,25
10565,6/11/1997,64,18
10566,6/12/1997,11,35
10566,6/12/1997,18,18
10566,6/12/1997,76,10
10567,6/12/1997,31,60
10567,6/12/1997,51,3
10567,6/12/1997,59,40
10568,6/13/1997,10,5
10569,6/16/1997,31,35
10569,6/16/1997,76,30
10570,6/17/1997,11,15
10570,6/17/1997,56,60
10571,6/17/1997,14,11
10571,6/17/1997,42,28
10572,6/18/1997,16,12
10572,6/18/1997,32,10
10572,6/18/1997,40,50
10572,6/18/1997,75,15
10573,6/19/1997,17,18
10573,6/19/1997,34,40
10573,6/19/1997,53,25
10574,6/19/1997,33,14
10574,6/19/1997,40,2
10574,6/19/1997,62,10
10574,6/19/1997,64,6
10575,6/20/1997,59,12
10575,6/20/1997,63,6
10575,6/20/1997,72,30
10575,6/20/1997,76,10
10576,6/23/1997,1,10
10576,6/23/1997,31,20
10576,6/23/1997,44,21
10577,6/23/1997,39,10
10577,6/23/1997,75,20
10577,6/23/1997,77,18
10578,6/24/1997,35,20
10578,6/24/1997,57,6
10579,6/25/1997,15,10
10579,6/25/1997,75,21
10580,6/26/1997,14,15
10580,6/26/1997,41,9
10580,6/26/1997,65,30
10581,6/26/1997,75,50
10582,6/27/1997,57,4
10582,6/27/1997,76,14
10583,6/30/1997,29,10
10583,6/30/1997,60,24
10583,6/30/1997,69,10
10584,6/30/1997,31,50
10585,7/1/1997,47,15
10586,7/2/1997,52,4
10587,7/2/1997,26,6
10587,7/2/1997,35,20
10587,7/2/1997,77,20
10588,7/3/1997,18,40
10588,7/3/1997,42,100
10589,7/4/1997,35,4
10590,7/7/1997,1,20
10590,7/7/1997,77,60
10591,7/7/1997,3,14
10591,7/7/1997,7,10
10591,7/7/1997,54,50
10592,7/8/1997,15,25
10592,7/8/1997,26,5
10593,7/9/1997,20,21
10593,7/9/1997,69,20
10593,7/9/1997,76,4
10594,7/9/1997,52,24
10594,7/9/1997,58,30
10595,7/10/1997,35,30
10595,7/10/1997,61,120
10595,7/10/1997,69,65
10596,7/11/1997,56,5
10596,7/11/1997,63,24
10596,7/11/1997,75,30
10597,7/11/1997,24,35
10597,7/11/1997,57,20
10597,7/11/1997,65,12
10598,7/14/1997,27,50
10598,7/14/1997,71,9
10599,7/15/1997,62,10
10600,7/16/1997,54,4
10600,7/16/1997,73,30
10601,7/16/1997,13,60
10601,7/16/1997,59,35
10602,7/17/1997,77,5
10603,7/18/1997,22,48
10603,7/18/1997,49,25
10604,7/18/1997,48,6
10604,7/18/1997,76,10
10605,7/21/1997,16,30
10605,7/21/1997,59,20
10605,7/21/1997,60,70
10605,7/21/1997,71,15
10606,7/22/1997,4,20
10606,7/22/1997,55,20
10606,7/22/1997,62,10
10607,7/22/1997,7,45
10607,7/22/1997,17,100
10607,7/22/1997,33,14
10607,7/22/1997,40,42
10607,7/22/1997,72,12
10608,7/23/1997,56,28
10609,7/24/1997,1,3
10609,7/24/1997,10,10
10609,7/24/1997,21,6
10610,7/25/1997,36,21
10611,7/25/1997,1,6
10611,7/25/1997,2,10
10611,7/25/1997,60,15
10612,7/28/1997,10,70
10612,7/28/1997,36,55
10612,7/28/1997,49,18
10612,7/28/1997,60,40
10612,7/28/1997,76,80
10613,7/29/1997,13,8
10613,7/29/1997,75,40
10614,7/29/1997,11,14
10614,7/29/1997,21,8
10614,7/29/1997,39,5
10615,7/30/1997,55,5
10616,7/31/1997,38,15
10616,7/31/1997,56,14
10616,7/31/1997,70,15
10616,7/31/1997,71,15
10617,7/31/1997,59,30
10618,8/1/1997,6,70
10618,8/1/1997,56,20
10618,8/1/1997,68,15
10619,8/4/1997,21,42
10619,8/4/1997,22,40
10620,8/5/1997,24,5
10620,8/5/1997,52,5
10621,8/5/1997,19,5
10621,8/5/1997,23,10
10621,8/5/1997,70,20
10621,8/5/1997,71,15
10622,8/6/1997,2,20
10622,8/6/1997,68,18
10623,8/7/1997,14,21
10623,8/7/1997,19,15
10623,8/7/1997,21,25
10623,8/7/1997,24,3
10623,8/7/1997,35,30
10624,8/7/1997,28,10
10624,8/7/1997,29,6
10624,8/7/1997,44,10
